country,alpha_2_code,alpha_3_code,numeric_code,indicator,time_period,obs_value,sex,unit_multiplier,unit_of_measure,observation_status,observation_confidentaility,time_period_activity_related_to_when_the_data_are_collected,current_age
Latvia,LV,LVA,428,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2000,81,Total,Units,Index,,Free,,Total
Latvia,LV,LVA,428,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2005,84,Total,Units,Index,,Free,,Total
Latvia,LV,LVA,428,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2010,84,Total,Units,Index,,Free,,Total
Latvia,LV,LVA,428,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2015,87,Total,Units,Index,,Free,,Total
Latvia,LV,LVA,428,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2017,88,Total,Units,Index,,Free,,Total
Latvia,LV,LVA,428,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2019,89,Total,Units,Index,,Free,,Total
Latvia,LV,LVA,428,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2021,88,Total,Units,Index,,Free,,Total
Lebanon,LB,LBN,422,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2000,72,Total,Units,Index,,Free,,Total
Lebanon,LB,LBN,422,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2005,71,Total,Units,Index,,Free,,Total
Lebanon,LB,LBN,422,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2010,74,Total,Units,Index,,Free,,Total
Lebanon,LB,LBN,422,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2015,74,Total,Units,Index,,Free,,Total
Lebanon,LB,LBN,422,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2017,75,Total,Units,Index,,Free,,Total
Lebanon,LB,LBN,422,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2019,75,Total,Units,Index,,Free,,Total
Lebanon,LB,LBN,422,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2021,71,Total,Units,Index,,Free,,Total
Lesotho,LS,LSO,426,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2000,60,Total,Units,Index,,Free,,Total
Lesotho,LS,LSO,426,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2005,67,Total,Units,Index,,Free,,Total
Lesotho,LS,LSO,426,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2010,74,Total,Units,Index,,Free,,Total
Lesotho,LS,LSO,426,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2015,74,Total,Units,Index,,Free,,Total
Lesotho,LS,LSO,426,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2017,75,Total,Units,Index,,Free,,Total
Lesotho,LS,LSO,426,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2019,74,Total,Units,Index,,Free,,Total
Lesotho,LS,LSO,426,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2021,75,Total,Units,Index,,Free,,Total
Liberia,LR,LBR,430,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2000,44,Total,Units,Index,,Free,,Total
Liberia,LR,LBR,430,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2005,48,Total,Units,Index,,Free,,Total
Liberia,LR,LBR,430,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2010,55,Total,Units,Index,,Free,,Total
Liberia,LR,LBR,430,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2015,58,Total,Units,Index,,Free,,Total
Liberia,LR,LBR,430,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2017,63,Total,Units,Index,,Free,,Total
Liberia,LR,LBR,430,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2019,62,Total,Units,Index,,Free,,Total
Liberia,LR,LBR,430,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2021,62,Total,Units,Index,,Free,,Total
Libyan Arab Jamahiriya,LY,LBY,434,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2000,64,Total,Units,Index,,Free,,Total
Libyan Arab Jamahiriya,LY,LBY,434,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2005,65,Total,Units,Index,,Free,,Total
Libyan Arab Jamahiriya,LY,LBY,434,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2010,66,Total,Units,Index,,Free,,Total
Libyan Arab Jamahiriya,LY,LBY,434,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2015,67,Total,Units,Index,,Free,,Total
Libyan Arab Jamahiriya,LY,LBY,434,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2017,68,Total,Units,Index,,Free,,Total
Libyan Arab Jamahiriya,LY,LBY,434,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2019,64,Total,Units,Index,,Free,,Total
Libyan Arab Jamahiriya,LY,LBY,434,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2021,66,Total,Units,Index,,Free,,Total
Lithuania,LT,LTU,440,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2000,78,Total,Units,Index,,Free,,Total
Lithuania,LT,LTU,440,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2005,80,Total,Units,Index,,Free,,Total
Lithuania,LT,LTU,440,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2010,83,Total,Units,Index,,Free,,Total
Lithuania,LT,LTU,440,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2015,85,Total,Units,Index,,Free,,Total
Lithuania,LT,LTU,440,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2017,86,Total,Units,Index,,Free,,Total
Lithuania,LT,LTU,440,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2019,86,Total,Units,Index,,Free,,Total
Lithuania,LT,LTU,440,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2021,86,Total,Units,Index,,Free,,Total
Luxembourg,LU,LUX,442,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2000,94,Total,Units,Index,,Free,,Total
Luxembourg,LU,LUX,442,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2005,95,Total,Units,Index,,Free,,Total
Luxembourg,LU,LUX,442,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2010,95,Total,Units,Index,,Free,,Total
Luxembourg,LU,LUX,442,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2015,96,Total,Units,Index,,Free,,Total
Luxembourg,LU,LUX,442,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2017,96,Total,Units,Index,,Free,,Total
Luxembourg,LU,LUX,442,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2019,95,Total,Units,Index,,Free,,Total
Luxembourg,LU,LUX,442,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2021,95,Total,Units,Index,,Free,,Total
Madagascar,MG,MDG,450,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2000,41,Total,Units,Index,,Free,,Total
Madagascar,MG,MDG,450,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2005,52,Total,Units,Index,,Free,,Total
Madagascar,MG,MDG,450,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2010,53,Total,Units,Index,,Free,,Total
Madagascar,MG,MDG,450,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2015,53,Total,Units,Index,,Free,,Total
Madagascar,MG,MDG,450,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2017,54,Total,Units,Index,,Free,,Total
Madagascar,MG,MDG,450,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2019,59,Total,Units,Index,,Free,,Total
Madagascar,MG,MDG,450,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2021,58,Total,Units,Index,,Free,,Total
Malawi,MW,MWI,454,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2000,47,Total,Units,Index,,Free,,Total
Malawi,MW,MWI,454,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2005,54,Total,Units,Index,,Free,,Total
Malawi,MW,MWI,454,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2010,65,Total,Units,Index,,Free,,Total
Malawi,MW,MWI,454,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2015,69,Total,Units,Index,,Free,,Total
Malawi,MW,MWI,454,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2017,70,Total,Units,Index,,Free,,Total
Malawi,MW,MWI,454,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2019,72,Total,Units,Index,,Free,,Total
Malawi,MW,MWI,454,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2021,72,Total,Units,Index,,Free,,Total
Malaysia,MY,MYS,458,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2000,80,Total,Units,Index,,Free,,Total
Malaysia,MY,MYS,458,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2005,80,Total,Units,Index,,Free,,Total
Malaysia,MY,MYS,458,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2010,81,Total,Units,Index,,Free,,Total
Malaysia,MY,MYS,458,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2015,82,Total,Units,Index,,Free,,Total
Malaysia,MY,MYS,458,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2017,83,Total,Units,Index,,Free,,Total
Malaysia,MY,MYS,458,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2019,83,Total,Units,Index,,Free,,Total
Malaysia,MY,MYS,458,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2021,83,Total,Units,Index,,Free,,Total
Maldives,MV,MDV,462,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2000,56,Total,Units,Index,,Free,,Total
Maldives,MV,MDV,462,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2005,67,Total,Units,Index,,Free,,Total
Maldives,MV,MDV,462,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2010,70,Total,Units,Index,,Free,,Total
Maldives,MV,MDV,462,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2015,66,Total,Units,Index,,Free,,Total
Maldives,MV,MDV,462,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2017,65,Total,Units,Index,,Free,,Total
Maldives,MV,MDV,462,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2019,66,Total,Units,Index,,Free,,Total
Maldives,MV,MDV,462,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2021,66,Total,Units,Index,,Free,,Total
Mali,ML,MLI,466,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2000,31,Total,Units,Index,,Free,,Total
Mali,ML,MLI,466,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2005,38,Total,Units,Index,,Free,,Total
Mali,ML,MLI,466,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2010,41,Total,Units,Index,,Free,,Total
Mali,ML,MLI,466,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2015,39,Total,Units,Index,,Free,,Total
Mali,ML,MLI,466,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2017,45,Total,Units,Index,,Free,,Total
Mali,ML,MLI,466,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2019,47,Total,Units,Index,,Free,,Total
Mali,ML,MLI,466,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2021,47,Total,Units,Index,,Free,,Total
Malta,MT,MLT,470,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2000,84,Total,Units,Index,,Free,,Total
Malta,MT,MLT,470,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2005,85,Total,Units,Index,,Free,,Total
Malta,MT,MLT,470,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2010,81,Total,Units,Index,,Free,,Total
Malta,MT,MLT,470,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2015,87,Total,Units,Index,,Free,,Total
Malta,MT,MLT,470,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2017,88,Total,Units,Index,,Free,,Total
Malta,MT,MLT,470,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2019,88,Total,Units,Index,,Free,,Total
Malta,MT,MLT,470,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2021,89,Total,Units,Index,,Free,,Total
Marshall Islands,MH,MHL,584,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2000,58,Total,Units,Index,,Free,,Total
Marshall Islands,MH,MHL,584,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2005,71,Total,Units,Index,,Free,,Total
Marshall Islands,MH,MHL,584,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2010,74,Total,Units,Index,,Free,,Total
Marshall Islands,MH,MHL,584,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2015,72,Total,Units,Index,,Free,,Total
Marshall Islands,MH,MHL,584,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2017,71,Total,Units,Index,,Free,,Total
Marshall Islands,MH,MHL,584,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2019,71,Total,Units,Index,,Free,,Total
Marshall Islands,MH,MHL,584,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2021,73,Total,Units,Index,,Free,,Total
Mauritania,MR,MRT,478,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2000,34,Total,Units,Index,,Free,,Total
Mauritania,MR,MRT,478,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2005,40,Total,Units,Index,,Free,,Total
Mauritania,MR,MRT,478,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2010,42,Total,Units,Index,,Free,,Total
Mauritania,MR,MRT,478,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2015,43,Total,Units,Index,,Free,,Total
Mauritania,MR,MRT,478,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2017,42,Total,Units,Index,,Free,,Total
Mauritania,MR,MRT,478,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2019,42,Total,Units,Index,,Free,,Total
Mauritania,MR,MRT,478,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2021,41,Total,Units,Index,,Free,,Total
Mauritius,MU,MUS,480,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2000,72,Total,Units,Index,,Free,,Total
Mauritius,MU,MUS,480,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2005,74,Total,Units,Index,,Free,,Total
Mauritius,MU,MUS,480,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2010,74,Total,Units,Index,,Free,,Total
Mauritius,MU,MUS,480,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2015,74,Total,Units,Index,,Free,,Total
Mauritius,MU,MUS,480,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2017,74,Total,Units,Index,,Free,,Total
Mauritius,MU,MUS,480,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2019,75,Total,Units,Index,,Free,,Total
Mauritius,MU,MUS,480,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2021,74,Total,Units,Index,,Free,,Total
Mexico,MX,MEX,484,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2000,84,Total,Units,Index,,Free,,Total
Mexico,MX,MEX,484,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2005,85,Total,Units,Index,,Free,,Total
Mexico,MX,MEX,484,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2010,85,Total,Units,Index,,Free,,Total
Mexico,MX,MEX,484,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2015,83,Total,Units,Index,,Free,,Total
Mexico,MX,MEX,484,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2017,82,Total,Units,Index,,Free,,Total
Mexico,MX,MEX,484,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2019,82,Total,Units,Index,,Free,,Total
Mexico,MX,MEX,484,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2021,81,Total,Units,Index,,Free,,Total
"Micronesia, Federated States of",FM,FSM,583,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2000,69,Total,Units,Index,,Free,,Total
"Micronesia, Federated States of",FM,FSM,583,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2005,71,Total,Units,Index,,Free,,Total
"Micronesia, Federated States of",FM,FSM,583,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2010,69,Total,Units,Index,,Free,,Total
"Micronesia, Federated States of",FM,FSM,583,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2015,69,Total,Units,Index,,Free,,Total
"Micronesia, Federated States of",FM,FSM,583,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2017,70,Total,Units,Index,,Free,,Total
"Micronesia, Federated States of",FM,FSM,583,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2019,73,Total,Units,Index,,Free,,Total
"Micronesia, Federated States of",FM,FSM,583,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2021,72,Total,Units,Index,,Free,,Total
Monaco,MC,MCO,492,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2000,93,Total,Units,Index,,Free,,Total
Monaco,MC,MCO,492,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2005,94,Total,Units,Index,,Free,,Total
Monaco,MC,MCO,492,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2010,95,Total,Units,Index,,Free,,Total
Monaco,MC,MCO,492,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2015,95,Total,Units,Index,,Free,,Total
Monaco,MC,MCO,492,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2017,95,Total,Units,Index,,Free,,Total
Monaco,MC,MCO,492,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2019,95,Total,Units,Index,,Free,,Total
Monaco,MC,MCO,492,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2021,95,Total,Units,Index,,Free,,Total
Mongolia,MN,MNG,496,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2000,81,Total,Units,Index,,Free,,Total
Mongolia,MN,MNG,496,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2005,78,Total,Units,Index,,Free,,Total
Mongolia,MN,MNG,496,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2010,84,Total,Units,Index,,Free,,Total
Mongolia,MN,MNG,496,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2015,81,Total,Units,Index,,Free,,Total
Mongolia,MN,MNG,496,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2017,82,Total,Units,Index,,Free,,Total
Mongolia,MN,MNG,496,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2019,82,Total,Units,Index,,Free,,Total
Mongolia,MN,MNG,496,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2021,82,Total,Units,Index,,Free,,Total
Montenegro,ME,MNE,499,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2000,71,Total,Units,Index,,Free,,Total
Montenegro,ME,MNE,499,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2005,70,Total,Units,Index,,Free,,Total
Montenegro,ME,MNE,499,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2010,70,Total,Units,Index,,Free,,Total
Montenegro,ME,MNE,499,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2015,67,Total,Units,Index,,Free,,Total
Montenegro,ME,MNE,499,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2017,65,Total,Units,Index,,Free,,Total
Montenegro,ME,MNE,499,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2019,65,Total,Units,Index,,Free,,Total
Montenegro,ME,MNE,499,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2021,65,Total,Units,Index,,Free,,Total
Morocco,MA,MAR,504,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2000,53,Total,Units,Index,,Free,,Total
Morocco,MA,MAR,504,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2005,60,Total,Units,Index,,Free,,Total
Morocco,MA,MAR,504,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2010,72,Total,Units,Index,,Free,,Total
Morocco,MA,MAR,504,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2015,75,Total,Units,Index,,Free,,Total
Morocco,MA,MAR,504,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2017,75,Total,Units,Index,,Free,,Total
Morocco,MA,MAR,504,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2019,75,Total,Units,Index,,Free,,Total
Morocco,MA,MAR,504,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2021,75,Total,Units,Index,,Free,,Total
Mozambique,MZ,MOZ,508,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2000,48,Total,Units,Index,,Free,,Total
Mozambique,MZ,MOZ,508,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2005,54,Total,Units,Index,,Free,,Total
Mozambique,MZ,MOZ,508,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2010,52,Total,Units,Index,,Free,,Total
Mozambique,MZ,MOZ,508,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2015,58,Total,Units,Index,,Free,,Total
Mozambique,MZ,MOZ,508,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2017,59,Total,Units,Index,,Free,,Total
Mozambique,MZ,MOZ,508,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2019,60,Total,Units,Index,,Free,,Total
Mozambique,MZ,MOZ,508,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2021,56,Total,Units,Index,,Free,,Total
Burma,MM,MMR,104,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2000,63,Total,Units,Index,,Free,,Total
Burma,MM,MMR,104,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2005,68,Total,Units,Index,,Free,,Total
Burma,MM,MMR,104,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2010,72,Total,Units,Index,,Free,,Total
Burma,MM,MMR,104,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2015,69,Total,Units,Index,,Free,,Total
Burma,MM,MMR,104,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2017,69,Total,Units,Index,,Free,,Total
Burma,MM,MMR,104,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2019,70,Total,Units,Index,,Free,,Total
Burma,MM,MMR,104,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2021,56,Total,Units,Index,,Free,,Total
Namibia,,NAM,516,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2000,66,Total,Units,Index,,Free,,Total
Namibia,,NAM,516,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2005,72,Total,Units,Index,,Free,,Total
Namibia,,NAM,516,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2010,72,Total,Units,Index,,Free,,Total
Namibia,,NAM,516,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2015,74,Total,Units,Index,,Free,,Total
Namibia,,NAM,516,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2017,73,Total,Units,Index,,Free,,Total
Namibia,,NAM,516,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2019,73,Total,Units,Index,,Free,,Total
Namibia,,NAM,516,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2021,75,Total,Units,Index,,Free,,Total
Nauru,NR,NRU,520,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2000,48,Total,Units,Index,,Free,,Total
Nauru,NR,NRU,520,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2005,56,Total,Units,Index,,Free,,Total
Nauru,NR,NRU,520,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2010,62,Total,Units,Index,,Free,,Total
Nauru,NR,NRU,520,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2015,63,Total,Units,Index,,Free,,Total
Nauru,NR,NRU,520,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2017,63,Total,Units,Index,,Free,,Total
Nauru,NR,NRU,520,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2019,64,Total,Units,Index,,Free,,Total
Nauru,NR,NRU,520,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2021,66,Total,Units,Index,,Free,,Total
Nepal,NP,NPL,524,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2000,41,Total,Units,Index,,Free,,Total
Nepal,NP,NPL,524,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2005,49,Total,Units,Index,,Free,,Total
Nepal,NP,NPL,524,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2010,59,Total,Units,Index,,Free,,Total
Nepal,NP,NPL,524,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2015,67,Total,Units,Index,,Free,,Total
Nepal,NP,NPL,524,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2017,71,Total,Units,Index,,Free,,Total
Nepal,NP,NPL,524,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2019,78,Total,Units,Index,,Free,,Total
Nepal,NP,NPL,524,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2021,78,Total,Units,Index,,Free,,Total
Netherlands,NL,NLD,528,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2000,92,Total,Units,Index,,Free,,Total
Netherlands,NL,NLD,528,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2005,93,Total,Units,Index,,Free,,Total
Netherlands,NL,NLD,528,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2010,93,Total,Units,Index,,Free,,Total
Netherlands,NL,NLD,528,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2015,93,Total,Units,Index,,Free,,Total
Netherlands,NL,NLD,528,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2017,93,Total,Units,Index,,Free,,Total
Netherlands,NL,NLD,528,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2019,93,Total,Units,Index,,Free,,Total
Netherlands,NL,NLD,528,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2021,93,Total,Units,Index,,Free,,Total
New Zealand,NZ,NZL,554,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2000,86,Total,Units,Index,,Free,,Total
New Zealand,NZ,NZL,554,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2005,86,Total,Units,Index,,Free,,Total
New Zealand,NZ,NZL,554,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2010,87,Total,Units,Index,,Free,,Total
New Zealand,NZ,NZL,554,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2015,87,Total,Units,Index,,Free,,Total
New Zealand,NZ,NZL,554,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2017,88,Total,Units,Index,,Free,,Total
New Zealand,NZ,NZL,554,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2019,88,Total,Units,Index,,Free,,Total
New Zealand,NZ,NZL,554,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2021,87,Total,Units,Index,,Free,,Total
Nicaragua,NI,NIC,558,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2000,73,Total,Units,Index,,Free,,Total
Nicaragua,NI,NIC,558,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2005,77,Total,Units,Index,,Free,,Total
Nicaragua,NI,NIC,558,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2010,83,Total,Units,Index,,Free,,Total
Nicaragua,NI,NIC,558,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2015,81,Total,Units,Index,,Free,,Total
